Periode,WHSEID,Storerkey,SKUGroup,Putawayzone,Descr,CBM Loc,Stock,% Utilization,Inbound,Outbound,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110BK,,,0,973,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110BL,,,0,61,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110BM,R110BM,HOME ORGANIZER,541,483,89.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110BN,R110BN,HOMEWARE,364,122,33.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110BO,,,0,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110BP,R110BP,OFFICE,"2,839","1,468",51.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110BQ,R110BQ,OFFICE SEATING,"4,276","4,779",111.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110BR,R110BR,COMMERCIAL & BUSINESS,"6,248","4,003",64.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110CA,,,0,523,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110CB,R110CB,TEXTILE,428,8,1.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110CC,R110CC,KASUR,955,249,26.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110CD,R110CD,RUANG TAMU & PENYIMPANAN,449,171,37.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110CE,R110CE,RUANG MAKAN & DAPUR,731,97,13.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110CF,R110CF,PERALATAN MAKAN & DAPUR,126,15,11.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110CG,R110CG,RUANG TIDUR,428,104,24.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110CH,R110CH,PERLENGKAPAN RUMAH,428,26,6.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110CI,R110CI,RUANG KERJA & BELAJAR,"1,645",133,8.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110DA,R110DA,KELS - MAJOR DOMESTIC APPLIANCES,209,22,10.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110DB,R110DB,KELS - SMALL DOMESTIC APPLIANCES,212,28,13.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110DC,R110DC,KELS - HEALTH CARE,202,102,50.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110DD,R110DD,KELS - BEAUTY CARE,232,1,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110EA,,,0,53,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110EF,,,0,779,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3 Jun 2026,WMWHSE10,HCI,R110EG,R110EG,SMALL DOMESTIC APPLIANCES,885,17,1.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R1100A,R1100A,LIVING UPHOLSTERED,"5,886",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R1100I,R1100I,LIGHTING,170,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R1100J,R1100J,MATTRESS,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R1100M,R1100M,HOME TEXTILE,643,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R1100N,R1100N,HOME DECORE,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R1100O,R1100O,HOMEWARE,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R1100X,R1100X,NON MERCHANDISE,3,3,85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110AB,R110AB,HOME CLASSIC,"4,884",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110AE,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110AF,R110AF,BROWN GOODS,111,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110AG,R110AG,WHITE GOODS,455,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110AM,R110AM,CUSTOME FURNITURE,2,1,47.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110AQ,R110AQ,SELMA,126,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BA,,,0,"6,860",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BB,R110BB,TABLE & CABINET,"10,059","1,168",11.6,36,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BC,,,0,"4,850",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BD,R110BD,DINING,"2,737","1,778",65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BE,R110BE,KITCHEN,247,234,94.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BF,R110BF,BEDROOM,"2,775","1,787",64.4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BG,R110BG,MATTRESS,"9,138","5,748",62.9,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BH,,,0,116,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BI,R110BI,KIDS SPACE,996,617,61.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BJ,,,0,353,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BK,,,0,980,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BL,,,0,65,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BM,R110BM,HOME ORGANIZER,541,485,89.7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BN,R110BN,HOMEWARE,364,123,33.8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BO,,,0,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BP,R110BP,OFFICE,"2,839","1,482",52.2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BQ,R110BQ,OFFICE SEATING,"4,276","5,009",117.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110BR,R110BR,COMMERCIAL & BUSINESS,"6,248","4,170",66.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110CA,,,0,532,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110CB,R110CB,TEXTILE,428,9,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110CC,R110CC,KASUR,955,296,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110CD,R110CD,RUANG TAMU & PENYIMPANAN,449,166,37,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110CE,R110CE,RUANG MAKAN & DAPUR,731,93,12.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110CF,R110CF,PERALATAN MAKAN & DAPUR,126,15,12.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110CG,R110CG,RUANG TIDUR,428,111,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110CH,R110CH,PERLENGKAPAN RUMAH,428,26,6.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110CI,R110CI,RUANG KERJA & BELAJAR,"1,645",156,9.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110DA,R110DA,KELS - MAJOR DOMESTIC APPLIANCES,209,23,11.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110DB,R110DB,KELS - SMALL DOMESTIC APPLIANCES,212,29,13.5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110DC,R110DC,KELS - HEALTH CARE,202,102,50.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110DD,R110DD,KELS - BEAUTY CARE,232,1,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110EA,,,0,52,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110EF,,,0,770,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4 Jun 2026,WMWHSE10,HCI,R110EG,R110EG,SMALL DOMESTIC APPLIANCES,885,16,1.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R1100A,R1100A,LIVING UPHOLSTERED,"5,886",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R1100I,R1100I,LIGHTING,170,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R1100J,R1100J,MATTRESS,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R1100M,R1100M,HOME TEXTILE,643,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R1100N,R1100N,HOME DECORE,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R1100O,R1100O,HOMEWARE,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R1100X,R1100X,NON MERCHANDISE,3,4,137.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110AB,R110AB,HOME CLASSIC,"4,884",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110AE,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110AF,R110AF,BROWN GOODS,111,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110AG,R110AG,WHITE GOODS,455,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110AM,R110AM,CUSTOME FURNITURE,2,1,47.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110AQ,R110AQ,SELMA,126,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BA,,,0,"6,818",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BB,R110BB,TABLE & CABINET,"10,059","1,185",11.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BC,,,0,"5,064",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BD,R110BD,DINING,"2,737","1,766",64.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BE,R110BE,KITCHEN,247,231,93.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BF,R110BF,BEDROOM,"2,775","1,823",65.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BG,R110BG,MATTRESS,"9,138","5,734",62.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BH,,,0,116,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BI,R110BI,KIDS SPACE,996,612,61.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BJ,,,0,364,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BK,,,0,978,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BL,,,0,65,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BM,R110BM,HOME ORGANIZER,541,485,89.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BN,R110BN,HOMEWARE,364,126,34.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BO,,,0,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BP,R110BP,OFFICE,"2,839","1,476",52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BQ,R110BQ,OFFICE SEATING,"4,276","5,046",118,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110BR,R110BR,COMMERCIAL & BUSINESS,"6,248","4,138",66.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110CA,,,0,522,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110CB,R110CB,TEXTILE,428,8,1.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110CC,R110CC,KASUR,955,290,30.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110CD,R110CD,RUANG TAMU & PENYIMPANAN,449,164,36.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110CE,R110CE,RUANG MAKAN & DAPUR,731,111,15.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110CF,R110CF,PERALATAN MAKAN & DAPUR,126,17,13.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110CG,R110CG,RUANG TIDUR,428,124,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110CH,R110CH,PERLENGKAPAN RUMAH,428,26,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110CI,R110CI,RUANG KERJA & BELAJAR,"1,645",154,9.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110DA,R110DA,KELS - MAJOR DOMESTIC APPLIANCES,209,23,10.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110DB,R110DB,KELS - SMALL DOMESTIC APPLIANCES,212,30,14.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110DC,R110DC,KELS - HEALTH CARE,202,102,50.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110DD,R110DD,KELS - BEAUTY CARE,232,1,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110EA,,,0,54,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110EF,,,0,764,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5 Jun 2026,WMWHSE10,HCI,R110EG,R110EG,SMALL DOMESTIC APPLIANCES,885,16,1.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,